08/19/2018 17:14:01;22.39461;(0.00, 1.75, 0.00);(9.91, 0.00, 0.00)
08/19/2018 17:14:11;31.95078;(0.00, 1.75, 0.00);(9.91, 0.00, 0.00)
08/19/2018 17:14:28;49.67642;(0.00, 1.75, 0.00);(10.08, 0.00, 0.00)
08/19/2018 17:14:41;62.77439;(0.00, 1.75, 0.00);(5.07, 0.00, 0.00)
08/19/2018 17:15:01;82.18694;(0.00, 1.75, 0.00);(5.06, 0.00, 0.00)
08/19/2018 17:15:22;103.421;(0.00, 1.75, 0.00);(10.07, 0.00, 0.00)
08/19/2018 17:15:34;115.6828;(0.00, 1.75, 0.00);(7.59, 0.00, 0.00)
08/19/2018 17:16:25;138.4904;(0.00, 1.75, 0.00);(7.44, 0.00, 0.00)
08/19/2018 17:16:35;148.431;(0.00, 1.75, 0.00);(4.97, 0.00, 0.00)
