Sara,Looking,4.46993,0.1071209,4.559337,0.9402059
Sara,Looking,4.677107,0.2545863,4.353277,0.2399326
Sara,Looking,4.691903,0.2207049,4.610275,-0.02542059
Sara,Looking,4.709832,0.3461564,4.011453,-0.7697492
Sara,Looking,4.72,0.3461564,4.011453,-0.7697492
Sara,Looking,4.725187,0.3843299,2.979854,-1.660881
Sara,Looking,4.742133,0.3379077,1.704271,-2.282861
Sara,Looking,4.758583,0.2069424,0.6846198,-2.665657
Sara,Looking,4.758583,0.2069424,0.6846198,-2.665657
Sara,Looking,4.775288,-0.006020486,-0.1283588,-2.846585
Sara,Looking,4.792152,0.0767675,-0.8888989,-2.911331
Sara,Looking,4.8,0.0767675,-0.8888989,-2.911331
Sara,Looking,4.808683,0.2295977,-1.737225,-2.837488
Sara,Looking,4.825418,0.2665346,-2.362253,-2.530273
Sara,Looking,4.842253,0.1356752,-2.69588,-2.19095
Sara,Looking,4.842253,0.1356752,-2.69588,-2.19095
Sara,Looking,4.858833,0.1681405,-2.639626,-1.692911
Sara,Looking,4.875549,0.2736071,-1.976686,-1.257777
Sara,Looking,4.875549,0.2736071,-1.976686,-1.257777
Sara,Looking,4.893043,0.4371319,-1.187151,-1.371903
Sara,Looking,4.90975,0.5711974,-1.081105,-1.648739
Sara,Looking,4.90975,0.5711974,-1.081105,-1.648739
Sara,Looking,4.92654,0.4404554,-1.734073,-1.565436
Sara,Looking,4.943483,0.3402997,-2.436239,-1.025937
Sara,Looking,4.943483,0.3402997,-2.436239,-1.025937
Sara,Looking,4.960192,0.2772423,-2.706278,-0.4381573
Sara,Looking,4.975789,0.1580526,-2.735444,-0.0882578
Sara,Looking,4.975789,0.1580526,-2.735444,-0.0882578
Sara,Looking,4.993741,0.2232209,-2.43359,0.2379975
Sara,Looking,5.010453,0.05541985,-1.988357,0.5714877
Sara,Looking,5.02615,0.05684376,-1.487928,0.588416
Sara,Looking,5.02615,0.05684376,-1.487928,0.588416
Sara,Looking,5.042648,-0.08988844,-1.401982,0.6880113
Sara,Looking,5.059317,-0.2087108,-1.433288,1.162291
Sara,Looking,5.059317,-0.2087108,-1.433288,1.162291
Sara,Looking,5.076057,-0.2918044,-1.306269,1.684148
Sara,Looking,5.09271,-0.2481694,-1.172335,1.925801
Sara,Looking,5.09271,-0.2481694,-1.172335,1.925801
Sara,Looking,5.109463,-0.1471256,-0.9814186,1.916147
Sara,Looking,5.126321,-0.2137311,-0.9203959,1.811381
Sara,Looking,5.126321,-0.2137311,-0.9203959,1.811381
Sara,Looking,5.143089,-0.1714088,-0.7642727,1.705048
Sara,Looking,5.159545,-0.1808992,-0.7112856,1.613866
Sara,Looking,5.159545,-0.1808992,-0.7112856,1.613866
Sara,Looking,5.17731,-0.2357676,-0.5901928,1.484093
Sara,Looking,5.192966,-0.228697,-0.5474157,1.527128
Sara,Looking,5.192966,-0.228697,-0.5474157,1.527128
Sara,Looking,5.210121,-0.2733666,-0.5639067,1.40905
Sara,Looking,5.226356,-0.2789307,-0.4998655,1.45552
Sara,Looking,5.226356,-0.2789307,-0.4998655,1.45552
Sara,Looking,5.243226,-0.2282026,-0.5916195,1.370781
Sara,Looking,5.259821,-0.1765472,-0.6395588,1.353358
Sara,Looking,5.259821,-0.1765472,-0.6395588,1.353358
Sara,Looking,5.278728,-0.1643369,-0.6765566,1.397777
Sara,Looking,5.293256,-0.1635765,-0.6918059,1.370782
Sara,Looking,5.3,-0.1635765,-0.6918059,1.370782
Sara,Looking,5.310111,-0.3141948,-0.6627817,1.40934
Sara,Looking,5.326582,-0.3893985,-0.7811165,1.429384
Sara,Looking,5.343371,-0.4251534,-0.7654123,1.373872
Sara,Looking,5.343371,-0.4251534,-0.7654123,1.373872
Sara,Looking,5.360027,-0.4461888,-0.7511005,1.345752
Sara,Looking,5.376741,-0.4573336,-0.7447662,1.217837
Sara,Looking,5.376741,-0.4573336,-0.7447662,1.217837
Sara,Looking,5.393486,-0.3941823,-0.7922297,1.119288
Sara,Looking,5.410275,-0.2541141,-1.125449,1.15017
Sara,Looking,5.410275,-0.2541141,-1.125449,1.15017
Sara,Looking,5.426836,-0.2351243,-1.579602,1.072865
Sara,Looking,5.443568,-0.1827221,-1.995572,1.301863
Sara,Looking,5.443568,-0.1827221,-1.995572,1.301863
Sara,Looking,5.460272,-0.1108742,-2.439751,1.08862
Sara,Looking,5.477057,-0.0739533,-2.747373,0.7792658
Sara,Looking,5.477057,-0.0739533,-2.747373,0.7792658
Sara,Looking,5.494552,0.0003625676,-3.240297,0.2026862
Sara,Looking,5.510382,0.1587006,-3.516193,-0.2840159
Sara,Looking,5.510382,0.1587006,-3.516193,-0.2840159
Sara,Looking,5.528236,0.2516023,-3.353815,-0.8895106
Sara,Looking,5.543795,0.3597759,-2.845025,-1.458674
Sara,Looking,5.543795,0.3597759,-2.845025,-1.458674
Sara,Looking,5.561798,0.3481067,-2.246356,-2.295916
Sara,Looking,5.57722,0.3778458,-1.743228,-2.3732
Sara,Looking,5.57722,0.3778458,-1.743228,-2.3732
Sara,Looking,5.59413,0.4267334,-1.04871,-2.535267
Sara,Looking,5.610615,0.4245293,-0.7161722,-2.507879
Sara,Looking,5.62,0.4245293,-0.7161722,-2.507879
Sara,Looking,5.627345,0.5026917,-0.493084,-2.214849
Sara,Looking,5.64444,0.4215145,0.5584917,-1.844423
Sara,Looking,5.66,0.4215145,0.5584917,-1.844423
Sara,Looking,5.66072,0.4411761,1.161304,-2.271666
Sara,Looking,5.677451,0.3315753,0.9191141,-2.207469
Sara,Looking,5.694458,0.2108498,0.6036301,-1.829214
Sara,Looking,5.694458,0.2108498,0.6036301,-1.829214
Sara,Looking,5.710956,0.3728649,0.8225698,-2.032434
Sara,Looking,5.727607,0.3831628,1.804338,-1.456164
Sara,Looking,5.727607,0.3831628,1.804338,-1.456164
Sara,Looking,5.744322,0.3444752,2.889561,-0.9650438
Sara,Looking,5.761017,0.3561718,3.855067,-0.6802785
Sara,Looking,5.761017,0.3561718,3.855067,-0.6802785
Sara,Looking,5.777975,0.2410636,3.86599,-0.3733026
Sara,Looking,5.79682,0.1299223,3.295598,-0.3211055
Sara,Looking,5.811191,0.1831496,3.318709,-0.3080044
Sara,Looking,5.811191,0.1831496,3.318709,-0.3080044
Sara,Looking,5.82792,0.2488099,3.593432,0.001515724
Sara,Looking,5.844679,0.336726,3.884059,0.1845534
Sara,Looking,5.844679,0.336726,3.884059,0.1845534
Sara,Looking,5.861433,0.2946505,4.124318,0.2375027
Sara,Looking,5.878217,0.2742004,4.2761,0.3517892
Sara,Looking,5.894763,0.2742004,4.2761,0.3517892
Sara,Looking,5.894763,0.2096674,4.651379,0.5721614
Sara,Looking,5.914601,0.1124258,5.093196,1.055004
Sara,Looking,5.92,0.1124258,5.093196,1.055004
Sara,Looking,5.928113,0.0181185,5.100062,1.06596
Sara,Looking,5.944863,-0.03402171,4.708641,0.9131841
Sara,Looking,5.963159,-0.03402171,4.708641,0.9131841
Sara,Looking,5.963159,-0.180766,3.990925,0.5592721
Sara,Looking,5.978491,-0.2020778,3.589938,0.1927152
Sara,Looking,5.995154,-0.4373166,3.416765,-0.05049849
Sara,Looking,5.995154,-0.4373166,3.416765,-0.05049849
Sara,Looking,6.011799,-0.5704541,3.409794,-0.1559182
Sara,Looking,6.028342,-0.5914608,3.288073,-0.2414635
Sara,Looking,6.04,-0.5914608,3.288073,-0.2414635
Sara,Looking,6.045105,-0.6376732,3.190514,-0.5608752
