Sara,Looking,4.459576,-0.6515947,-1.126799,0.7952291,1.422211,17.20569,3.179382
Sara,Looking,4.57609,-0.7269308,-1.092922,0.8810545,2.303955,7.711304,3.767395
Sara,Looking,4.593553,-0.733328,-1.028254,0.8905188,2.360596,5.626953,3.976959
Sara,Looking,4.60921,-0.6214736,-0.9023916,0.8985788,2.303497,3.663422,4.194366
Sara,Looking,4.626348,-0.5376921,-0.8150856,0.8931694,2.269135,1.797028,4.5065
Sara,Looking,4.642289,-0.4833347,-0.734642,0.9041836,2.146484,-0.04824829,4.682404
Sara,Looking,4.642289,-0.4833347,-0.734642,0.9041836,2.200836,0.03219604,4.69342
Sara,Looking,4.659379,-0.3806818,-0.7140318,0.8847027,2.064056,1.9395,4.814911
Sara,Looking,4.676777,-0.3806818,-0.7140318,0.8847027,2.231506,3.806999,4.919159
Sara,Looking,4.692708,-0.2875566,-0.7596287,0.8816804,2.464966,5.646652,5.070923
Sara,Looking,4.709588,-0.2371269,-0.7251749,0.8385479,2.804932,7.410096,5.35614
Sara,Looking,4.726453,-0.1466003,-0.6035808,0.8113879,2.81192,7.254122,5.282349
Sara,Looking,4.726453,-0.1466003,-0.6035808,0.8113879,2.991547,8.924315,5.43512
Sara,Looking,4.742946,-0.07070576,-0.4913601,0.7961078,2.955902,10.3288,5.474854
Sara,Looking,4.759578,-0.03337116,-0.4167762,0.7835971,2.486053,11.4206,5.18277
Sara,Looking,4.777212,-0.03337116,-0.4167762,0.7835971,2.358948,12.72735,5.106079
Sara,Looking,4.792931,-0.08952364,-0.5218027,0.8111393,2.357513,14.14787,5.061951
Sara,Looking,4.809993,-0.07830211,-0.5372453,0.8267916,2.668884,15.68634,5.144012
Sara,Looking,4.826422,-0.06348067,-0.5087419,0.8059502,3.10376,17.14338,5.276123
Sara,Looking,4.826422,-0.06348067,-0.5087419,0.8059502,3.118591,17.11487,5.25528
Sara,Looking,4.843379,-0.03868037,-0.4760616,0.7856945,3.529266,18.70579,5.43399
Sara,Looking,4.859557,-0.09552745,-0.3186205,0.7929635,3.633728,20.37785,5.595154
Sara,Looking,4.880431,-0.09762946,-0.2631371,0.7916288,3.316132,22.21712,5.625305
Sara,Looking,4.892944,-0.09762946,-0.2631371,0.7916288,3.245514,24.10957,5.561066
Sara,Looking,4.909833,-0.05110193,-0.2835976,0.7616205,3.279541,26.19744,5.359863
Sara,Looking,4.909833,-0.05110193,-0.2835976,0.7616205,3.32605,26.2179,5.329865
Sara,Looking,4.926373,-0.00148631,-0.3110645,0.7323329,3.59729,28.27368,5.118744
Sara,Looking,4.943113,0.01909286,-0.3078245,0.68898,3.76474,30.40603,5.029602
Sara,Looking,4.960639,0.07443301,-0.2917633,0.662826,4.139832,32.5668,4.918274
Sara,Looking,4.97665,0.07443301,-0.2917633,0.662826,4.653625,34.57909,4.925659
Sara,Looking,4.993261,0.1437878,-0.2724406,0.6395391,5.217987,36.66464,5.17984
Sara,Looking,5,0.1651351,-0.2073385,0.6043883,5.191742,36.55485,5.234985
Sara,Looking,5.010242,0.1651351,-0.2073385,0.6043883,5.513153,38.45851,5.282715
Sara,Looking,5.026678,0.1760879,-0.06158542,0.5468398,5.368896,40.35318,5.134064
Sara,Looking,5.044148,0.2025024,0.013515,0.5017172,4.95047,41.98124,4.529297
Sara,Looking,5.059968,0.2599654,-0.06388679,0.4750362,4.614594,43.63573,3.947418
Sara,Looking,5.07754,0.2599654,-0.06388679,0.4750362,4.37561,45.31535,3.428314
Sara,Looking,5.093722,0.2892767,-0.1199519,0.4498478,4.117798,46.90139,3.046448
Sara,Looking,5.1,0.2868047,-0.1601987,0.4203361,4.074341,46.89115,3.019196
Sara,Looking,5.110813,0.2868047,-0.1601987,0.4203361,3.901184,48.63728,2.646973
Sara,Looking,5.127028,0.3028812,-0.189167,0.3904204,3.880585,50.12514,2.406647
Sara,Looking,5.143558,0.3674993,-0.2096211,0.3511408,4.002594,51.42172,2.367889
Sara,Looking,5.160231,0.4225126,-0.1487952,0.2871368,4.020203,52.3766,2.454193
Sara,Looking,5.177647,0.4225126,-0.1487952,0.2871368,4.06308,53.14904,2.764984
Sara,Looking,5.194119,0.3732331,-0.1022782,0.3364159,3.829895,54.08738,3.030304
Sara,Looking,5.194119,0.3732331,-0.1022782,0.3364159,3.780609,54.04087,3.07959
Sara,Looking,5.211092,0.346748,-0.06907262,0.2792258,3.616272,54.74378,3.143982
Sara,Looking,5.227694,0.3400638,-0.06163657,0.2641572,3.372742,55.31675,2.873169
Sara,Looking,5.243538,0.3966218,-0.05546348,0.2720367,3.16922,55.6482,2.534973
Sara,Looking,5.260343,0.3971634,-0.05579869,0.2482055,3.153473,55.68909,2.158478
Sara,Looking,5.277497,0.3971634,-0.05579869,0.2482055,3.038971,55.6548,1.6073
Sara,Looking,5.293935,0.3724766,-0.01757616,0.2419423,2.827271,55.58041,1.002991
Sara,Looking,5.3,0.3404752,-0.03807822,0.2266779,2.726501,55.25043,0.9029236
Sara,Looking,5.310347,0.3404752,-0.03807822,0.2266779,2.546692,55.3787,0.4935608
Sara,Looking,5.326991,0.3178118,-0.08263722,0.2187165,2.440643,55.14729,-0.07343657
