Sara,Looking,4.462638,0.1130911,0.03041363,0.0489273
Sara,Looking,4.637618,-0.027003,0.2437668,-0.1034683
Sara,Looking,4.654348,-0.02119875,0.3516541,-0.1174681
Sara,Looking,4.654348,-0.02119875,0.3516541,-0.1174681
Sara,Looking,4.67206,0.04180311,0.3688517,-0.04427974
Sara,Looking,4.688862,0.009341624,0.2885704,-0.07984588
Sara,Looking,4.688862,0.009341624,0.2885704,-0.07984588
Sara,Looking,4.70438,0.003044868,0.2590942,-0.07038911
Sara,Looking,4.721045,0.01355707,0.2410154,-0.02363601
Sara,Looking,4.721045,0.01355707,0.2410154,-0.02363601
Sara,Looking,4.737792,-0.005933194,0.1908798,0.008875538
Sara,Looking,4.754506,0.1245758,0.05034351,-0.02407676
Sara,Looking,4.754506,0.1245758,0.05034351,-0.02407676
Sara,Looking,4.771385,0.0395348,0.03233051,-0.03952152
Sara,Looking,4.787971,-0.0227601,0.2296095,-0.05880933
Sara,Looking,4.787971,-0.0227601,0.2296095,-0.05880933
Sara,Looking,4.804614,0.008854451,0.3114643,-0.0962524
Sara,Looking,4.821288,-0.065685,0.2173643,-0.03876853
Sara,Looking,4.821288,-0.065685,0.2173643,-0.03876853
Sara,Looking,4.838171,-0.04041891,0.2012758,-0.1335596
Sara,Looking,4.85472,0.007528762,0.06232452,-0.035059
Sara,Looking,4.85472,0.007528762,0.06232452,-0.035059
Sara,Looking,4.871439,0.04565819,0.21208,-0.07768944
Sara,Looking,4.888116,-0.001087883,0.3622284,-0.05611823
Sara,Looking,4.888116,-0.001087883,0.3622284,-0.05611823
Sara,Looking,4.90482,0.04063993,0.2899084,-0.06070106
Sara,Looking,4.922463,0.1166689,0.2115726,-0.0538182
Sara,Looking,4.922463,0.1166689,0.2115726,-0.0538182
Sara,Looking,4.938462,0.1730596,0.2084942,-0.05434677
Sara,Looking,4.954947,0.04391489,0.3294716,-0.1920188
Sara,Looking,4.954947,0.04391489,0.3294716,-0.1920188
Sara,Looking,4.971712,-0.03288637,0.582138,-0.2815579
Sara,Looking,4.988359,-0.1360492,0.7054185,-0.3994742
Sara,Looking,4.988359,-0.1360492,0.7054185,-0.3994742
Sara,Looking,5.005082,-0.3398909,0.8544445,-0.6214088
Sara,Looking,5.021819,-0.6496246,0.9894761,-0.9675121
Sara,Looking,5.021819,-0.6496246,0.9894761,-0.9675121
Sara,Looking,5.038498,-0.9080898,0.6628895,-1.507677
Sara,Looking,5.05521,-0.8356716,-0.02351952,-1.81136
Sara,Looking,5.05521,-0.8356716,-0.02351952,-1.81136
Sara,Looking,5.071897,-0.711593,-0.4074735,-1.588135
Sara,Looking,5.088605,-0.5930794,-0.07670974,-1.452641
Sara,Looking,5.088605,-0.5930794,-0.07670974,-1.452641
Sara,Looking,5.105298,-0.7842296,0.5541553,-1.881921
Sara,Looking,5.123139,-1.014379,0.8776703,-2.442068
Sara,Looking,5.123139,-1.014379,0.8776703,-2.442068
Sara,Looking,5.138702,-0.8809404,0.5626469,-2.560104
Sara,Looking,5.155449,-0.8809404,0.5626469,-2.560104
Sara,Looking,5.155449,-0.396741,-0.06782341,-2.37253
Sara,Looking,5.172114,-0.1429738,-0.135827,-2.134043
Sara,Looking,5.188899,-0.03189296,0.1354437,-2.108178
Sara,Looking,5.188899,-0.03189296,0.1354437,-2.108178
Sara,Looking,5.205526,0.241223,0.4687938,-2.31273
Sara,Looking,5.22233,0.6106582,0.382636,-2.137933
Sara,Looking,5.22233,0.6106582,0.382636,-2.137933
Sara,Looking,5.240075,1.069637,0.01573467,-1.765864
Sara,Looking,5.255655,1.359592,0.09094334,-1.424033
Sara,Looking,5.255655,1.359592,0.09094334,-1.424033
