4.46;False;0;0;0;-7.33;-1.26;6.18;355.3543;11.99571;354.2902;0;0;0
4.48;False;0.000420958;0.0318779;0.04646188;-7.33;-1.26;6.18;355.8816;15.11143;356.4913;0;0;0
4.5;False;0.002766504;0.03199285;0.04531927;-7.33;-1.26;6.18;355.8472;15.58005;356.6889;0;0;0
4.52;False;0.002107441;0.02282589;0.04640096;-7.33;-1.26;6.18;355.7872;15.87521;356.7501;0;0;0
4.54;False;0.001705424;0.0143843;0.04857926;-7.33;-1.259999;6.18;355.7615;16.18004;356.8083;0;0;0
4.56;False;0.003470965;0.02132312;0.0501084;-7.33;-1.259999;6.18;355.7462;16.49303;356.8767;0;0;0
4.58;False;0.003470965;0.02132312;0.0501084;-7.33;-1.259999;6.18;355.6702;16.798;356.9487;0;0;0
4.6;False;0.005474531;0.02386663;0.04665048;-7.33;-1.259999;6.18;355.6599;17.11654;357.0247;0;0;0
4.62;False;0.0122977;0.02358004;0.04495298;-7.33;-1.259998;6.18;355.5698;17.76234;357.128;0;0;0
4.64;False;0.01706978;0.0278217;0.04663287;-7.33;-1.259998;6.18;355.5353;18.07079;357.1783;0;0;0
4.66;False;0.01706978;0.0278217;0.04663287;-7.33;-1.259998;6.18;355.4984;18.33298;357.203;0;0;0
4.68;False;0.01868901;0.0279027;0.04495667;-7.33;-1.259998;6.18;355.4866;18.62192;357.2027;0;0;0
4.7;False;0.02269389;0.03016644;0.04418876;-7.33;-1.259997;6.18;355.5108;18.88924;357.2137;0;0;0
4.72;False;0.02800905;0.02880079;0.03833181;-7.33;-1.259997;6.18;355.5511;19.37968;357.1702;0;0;0
4.74;False;0.02724592;0.02956408;0.03650368;-7.33;-1.259997;6.18;355.5126;19.582;357.1449;0;0;0
4.76;False;0.03056285;0.0288569;0.03412152;-7.33;-1.259997;6.18;355.5525;19.79034;357.1292;0;0;0
4.78;False;0.03056285;0.0288569;0.03412152;-7.33;-1.259996;6.18;355.5672;19.93102;357.0511;0;0;0
4.8;False;0.03479989;0.02179545;0.0333401;-7.33;-1.259996;6.18;355.5759;20.07148;357.0607;0;0;0
4.82;False;0.03636418;0.02620456;0.0316305;-7.33;-1.259996;6.18;355.5879;20.15253;357.0043;0;0;0
4.84;False;0.04010008;0.02720301;0.02914293;-7.33;-1.259996;6.18;355.6332;20.25413;356.9196;0;0;0
4.86;False;0.04444804;0.02305189;0.02966916;-7.33;-1.259995;6.18;355.6441;20.27454;356.8866;0;0;0
4.88;False;0.04444804;0.02305189;0.02966916;-7.33;-1.259995;6.18;355.6691;20.31266;356.8199;0;0;0
4.9;False;0.04300677;0.02305014;0.0294602;-7.33;-1.259995;6.18;355.6664;20.31256;356.7652;0;0;0
4.92;False;0.03565737;0.02918958;0.02586738;-7.33;-1.259995;6.18;355.6799;20.29445;356.6837;0;0;0
4.94;False;0.03384009;0.03430802;0.02724036;-7.33;-1.259995;6.18;355.7177;20.23859;356.6069;0;0;0
4.96;False;0.03384009;0.03430802;0.02724036;-7.33;-1.259995;6.18;355.7467;20.15278;356.5359;0;0;0
4.98;False;0.03373874;0.03257934;0.0275673;-7.33;-1.259995;6.18;355.7548;20.04464;356.4685;0;0;0
5;False;0.03272509;0.03694052;0.02851759;-7.33;-1.259995;6.18;355.8126;19.91553;356.4626;0;0;0
5.02;False;0.02596591;0.0414884;0.03558131;-7.33;-1.259995;6.18;356.0146;19.5504;356.399;0;0;0
5.04;False;0.01845214;0.06657958;0.03615629;-7.33;-1.259995;6.18;356.246;19.37749;356.403;0;0;0
5.06;False;0.02189165;0.08285933;0.03311272;-7.33;-1.259995;6.18;356.5708;19.18283;356.399;0;0;0
5.08;False;0.02189165;0.08285933;0.03311272;-7.33;-1.259995;6.18;356.9123;18.98785;356.3776;0;0;0
5.1;False;0.01949774;0.07102827;0.02794491;-7.33;-1.259995;6.18;357.2401;18.77556;356.3928;0;0;0
5.12;False;0.01764724;0.07087238;0.03113646;-7.33;-1.259995;6.18;357.6375;18.51741;356.4431;0;0;0
5.14;False;0.0252085;0.06214401;0.01348461;-7.33;-1.259995;6.18;358.4397;17.91774;356.5917;0;0;0
5.16;False;0.0252085;0.06214401;0.01348461;-7.33;-1.259995;6.18;358.9382;17.58707;356.6502;0;0;0
5.18;False;0.02538559;0.06183146;0.02090568;-7.33;-1.259995;6.18;359.4593;17.17858;356.7294;0;0;0
5.2;False;0.03062906;0.06923308;0.01677151;-7.33;-1.259995;6.18;0.1005282;16.70423;356.8257;0;0;0
5.22;False;0.0359744;0.08260085;0.01793593;-7.33;-1.259995;6.18;0.8334799;16.17141;356.9452;0;0;0
5.24;False;0.04636819;0.1022847;0.01202807;-7.33;-1.259995;6.18;2.553118;14.88587;357.0834;0;0;0
5.26;False;0.04636819;0.1022847;0.01202807;-7.33;-1.259995;6.18;3.513693;14.13352;357.1464;0;0;0
5.28;False;0.04914132;0.1013388;0.007161206;-7.33;-1.259995;6.18;4.52627;13.29263;357.1918;0;0;0
5.3;False;0.04493465;0.07575908;-0.01245483;-7.33;-1.259995;6.18;5.570083;12.43595;357.1794;0;0;0
5.32;False;0.02214121;0.09548675;-0.02166007;-7.33;-1.259995;6.18;7.819179;10.59505;357.059;0;0;0
5.34;False;0.007423766;0.1059595;-0.03947744;-7.33;-1.259995;6.18;9.031787;9.615276;356.9642;0;0;0
5.36;False;-0.0149175;0.05947408;-0.03913892;-7.33;-1.259995;6.18;10.37745;8.624404;356.885;0;0;0
5.38;False;-0.01771986;0.05414218;-0.0153709;-7.33;-1.259995;6.18;11.54191;7.724899;356.7589;0;0;0
5.4;False;-0.01771986;0.05414218;-0.0153709;-7.33;-1.259995;6.18;12.59123;6.863024;356.6416;0;0;0
5.42;False;-0.04493544;-0.01594736;-0.009763111;-7.33;-1.259995;6.18;13.50384;6.140027;356.5589;0;0;0
5.44;False;-0.1240544;-0.1035666;-0.04395879;-7.33;-1.259995;6.18;14.85828;5.111116;356.4858;0;0;0
5.46;False;-0.1240544;-0.1035666;-0.04395879;-7.33;-1.259995;6.18;15.32534;4.852901;356.5096;0;0;0
5.48;False;-0.1244567;-0.1083538;-0.02864427;-7.33;-1.259995;6.18;15.77313;4.669639;356.5367;0;0;0
5.5;False;-0.1186097;-0.0535195;-0.03233849;-7.33;-1.259995;6.18;16.17107;4.599236;356.5727;0;0;0
5.52;False;-0.1001587;-0.02005851;-0.02934588;-7.33;-1.259995;6.18;16.56941;4.593782;356.6294;0;0;0
5.54;False;-0.07824918;0.002296797;-0.02376029;-7.33;-1.259995;6.18;17.00599;4.603651;356.6544;0;0;0
5.56;False;-0.05163531;0.01825544;-0.006527145;-7.33;-1.259995;6.18;17.89805;4.570431;356.6532;0;0;0
5.58;False;-0.05163531;0.01825544;-0.006527145;-7.33;-1.259995;6.18;18.33086;4.516304;356.6916;0;0;0
