Priya,Standing,4.434945,0.05679525,0.2073355,-0.1041906,Walking
Priya,Standing,4.521836,0.04705247,0.2172565,-0.1217734,Walking
Priya,Standing,4.539914,0.04551955,0.2466307,-0.03834473,Walking
Priya,Standing,4.556604,0.01360109,0.2421141,-0.09129131,Walking
Priya,Standing,4.573225,0.01360109,0.2421141,-0.09129131,Walking
Priya,Standing,4.573225,0.01395974,0.2365646,-0.0418767,Walking
Priya,Standing,4.589797,0.0916734,0.1742001,-0.05087683,Walking
Priya,Standing,4.605372,0.0916734,0.1742001,-0.05087683,Walking
Priya,Standing,4.605372,0.07014396,0.2303791,-0.0403557,Walking
Priya,Standing,4.621998,0.06429665,0.3674021,-0.04970753,Walking
Priya,Standing,4.638741,-0.001181686,0.3101607,-0.002515591,Walking
Priya,Standing,4.638741,-0.001181686,0.3101607,-0.002515591,Walking
Priya,Standing,4.65693,0.1050446,0.2029228,-0.02893374,Walking
Priya,Standing,4.672143,0.09339705,0.1602945,-0.08029464,Walking
Priya,Standing,4.672143,0.09339705,0.1602945,-0.08029464,Walking
Priya,Standing,4.690076,0.09209931,0.1474066,-0.05106191,Walking
Priya,Standing,4.706743,0.07934121,0.1923285,-0.02266847,Walking
Priya,Standing,4.706743,0.07934121,0.1923285,-0.02266847,Walking
Priya,Standing,4.723232,0.1228472,0.2810907,-0.01090134,Walking
Priya,Standing,4.738965,0.1113004,0.2010345,-0.1508315,Walking
Priya,Standing,4.74,0.1113004,0.2010345,-0.1508315,Walking
Priya,Standing,4.755655,0.07569115,0.166028,-0.03592074,Walking
Priya,Standing,4.772357,0.1409096,0.1124287,-0.1184776,Walking
Priya,Standing,4.78,0.1409096,0.1124287,-0.1184776,Walking
Priya,Standing,4.790267,0.1049521,0.2562065,-0.1138576,Walking
Priya,Standing,4.80733,0.1016218,0.2967443,-0.1233143,Walking
Priya,Standing,4.822471,0.02328764,0.2765589,-0.1459656,Walking
Priya,Standing,4.822471,0.02328764,0.2765589,-0.1459656,Walking
Priya,Standing,4.840376,0.06238107,0.2792044,-0.06686264,Walking
Priya,Standing,4.855882,0.03137414,0.2749271,-0.1197094,Walking
Priya,Standing,4.855882,0.03137414,0.2749271,-0.1197094,Walking
Priya,Standing,4.873856,0.02680499,0.1780357,-0.04154755,Walking
Priya,Standing,4.890688,0.02276803,0.2674065,-0.05593331,Walking
Priya,Standing,4.890688,0.02276803,0.2674065,-0.05593331,Walking
Priya,Standing,4.909138,0.002859291,0.2853336,-0.04967268,Walking
Priya,Standing,4.922743,0.07791054,0.3137732,-0.0877978,Walking
Priya,Standing,4.93946,0.02193967,0.2983895,-0.06704363,Walking
Priya,Standing,4.93946,0.02193967,0.2983895,-0.06704363,Walking
Priya,Standing,4.95617,0.08932513,0.283392,-0.07321054,Walking
Priya,Standing,4.972978,0.05136484,0.2178154,-0.1079399,Walking
