
08/19/2018 00:44:49;4.44;False;0;0;0;0;1.75;0;348.1548;334.8659;3.63318;0;0;0
08/19/2018 00:44:50;4.46;False;0;0;0;-1.788139E-07;1.75;1.955777E-08;357.5137;5.203181;357.7455;0;0;0
08/19/2018 00:44:50;4.48;False;0;0;0;-2.980232E-07;1.75;3.259629E-08;357.4162;5.146575;357.8448;0;0;0
08/19/2018 00:44:50;4.5;False;0;0;0;-4.172325E-07;1.75;4.563481E-08;357.3591;5.122597;357.8957;0;0;0
08/19/2018 00:44:50;4.52;False;0;0;0;-5.364418E-07;1.75;5.867332E-08;357.2621;5.062327;357.9569;0;0;0
08/19/2018 00:44:50;4.54;False;0;0;0;-6.556511E-07;1.75;7.171184E-08;357.1852;5.011436;357.9987;0;0;0
08/19/2018 00:44:50;4.56;False;0;0;0;-7.748604E-07;1.75;8.475035E-08;357.1328;4.977431;358.0393;0;0;0
08/19/2018 00:44:50;4.58;False;0;0;0;-8.940697E-07;1.75;9.778887E-08;357.0741;4.95597;358.0544;0;0;0
08/19/2018 00:44:50;4.6;False;0;0;0;-1.013279E-06;1.75;1.108274E-07;357.0291;4.914024;358.0714;0;0;0
08/19/2018 00:44:50;4.62;False;0;0;0;-1.132488E-06;1.75;1.238659E-07;356.9806;4.885035;358.0751;0;0;0
08/19/2018 00:44:50;4.64;False;0;0;0;-1.251698E-06;1.75;1.369044E-07;356.9363;4.846984;358.0696;0;0;0
08/19/2018 00:44:50;4.66;False;0;0;0;-1.370907E-06;1.75;1.499429E-07;356.8968;4.820984;358.0414;0;0;0
08/19/2018 00:44:50;4.68;False;0;0;0;-1.490116E-06;1.75;1.629815E-07;356.8388;4.811341;357.8846;0;0;0
08/19/2018 00:44:50;4.7;False;0;0;0;-1.609325E-06;1.75;1.7602E-07;356.8388;4.811341;357.8846;0;0;0
08/19/2018 00:44:50;4.72;False;0;0;0;-1.728535E-06;1.75;1.890585E-07;356.8312;4.826365;357.8075;0;0;0
08/19/2018 00:44:50;4.74;False;0;0;0;-1.847744E-06;1.75;2.02097E-07;356.8414;4.849864;357.748;0;0;0
08/19/2018 00:44:50;4.76;False;0;0;0;-1.966953E-06;1.75;2.151355E-07;356.8397;4.872367;357.7176;0;0;0
08/19/2018 00:44:50;4.78;False;0;0;0;-2.086163E-06;1.75;2.28174E-07;356.8596;4.919337;357.6707;0;0;0
08/19/2018 00:44:50;4.8;False;0;0;0;-2.205372E-06;1.75;2.412125E-07;356.9377;4.956125;357.6592;0;0;0
08/19/2018 00:44:50;4.82;False;0;0;0;-2.324581E-06;1.75;2.542511E-07;357.2224;4.956128;357.8029;0;0;0
08/19/2018 00:44:50;4.84;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;358.0262;4.756986;358.213;0;0;0
08/19/2018 00:44:50;4.86;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;358.3632;4.63234;358.4326;0;0;0
08/19/2018 00:44:50;4.88;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;358.6081;4.501797;358.6254;0;0;0
08/19/2018 00:44:50;4.9;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;358.8213;4.406158;358.7899;0;0;0
08/19/2018 00:44:51;4.92;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.0229;4.316682;358.9836;0;0;0
08/19/2018 00:44:51;4.94;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.2679;4.187188;359.288;0;0;0
08/19/2018 00:44:51;4.96;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.3349;4.166045;359.408;0;0;0
08/19/2018 00:44:51;4.98;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.3369;4.171694;359.5005;0;0;0
08/19/2018 00:44:51;5;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.286;4.209725;359.4985;0;0;0
08/19/2018 00:44:51;5.02;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.2523;4.23392;359.5397;0;0;0
08/19/2018 00:44:51;5.04;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;359.0867;4.264455;359.6403;0;0;0
08/19/2018 00:44:51;5.06;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;358.648;4.242152;359.7018;0;0;0
08/19/2018 00:44:51;5.08;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;357.9109;4.18245;359.6673;0;0;0
08/19/2018 00:44:51;5.1;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;357.2768;4.073798;359.5948;0;0;0
08/19/2018 00:44:51;5.12;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;356.4795;3.951256;359.4996;0;0;0
08/19/2018 00:44:51;5.14;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;353.5979;3.427227;359.0815;0;0;0
08/19/2018 00:44:51;5.16;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;352.5024;3.012865;358.918;0;0;0
08/19/2018 00:44:51;5.18;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;351.6387;2.565617;358.8089;0;0;0
08/19/2018 00:44:51;5.2;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;350.913;2.147844;358.7763;0;0;0
08/19/2018 00:44:51;5.22;False;0;0;0;-2.44379E-06;1.75;2.672896E-07;350.5034;1.748209;358.733;0;0;0
08/19/2018 00:44:51;5.24;False;0;0;0;0.0007322431;1.75;-2.214219E-05;350.3853;1.409819;358.6666;0;0;0
08/19/2018 00:44:51;5.26;False;0;0;0;0.002851665;1.75;-7.428788E-05;350.8286;0.8111641;358.5846;0;0;0
08/19/2018 00:44:51;5.28;False;0;0;0;0.006851792;1.75;-0.0001309067;351.4184;0.5695132;358.5754;0;0;0
08/19/2018 00:44:51;5.3;False;0;0;0;0.01303279;1.75;-0.0001923293;352.1978;0.3525688;358.5639;0;0;0
08/19/2018 00:44:51;5.32;False;0;0;0;0.02149224;1.75;-0.000244366;353.1603;0.1621827;358.5419;0;0;0
08/19/2018 00:44:51;5.34;False;0;0;0;0.03214747;1.75;-0.0002745073;355.6359;359.7058;358.5938;0;0;0
08/19/2018 00:44:51;5.36;False;0;0;0;0.04477936;1.75;-0.0002096156;357.0292;359.4925;358.6407;0;0;0
08/19/2018 00:44:51;5.38;False;0;0;0;0.0590862;1.75;-8.286629E-05;358.2534;359.3206;358.7046;0;0;0
08/19/2018 00:44:51;5.4;False;0;0;0;0.07339263;1.75;8.682068E-05;359.4191;359.1966;358.7002;0;0;0
08/19/2018 00:44:51;5.42;False;0;0;0;0.08700091;1.75;0.0002776738;0.6289093;359.0703;358.646;0;0;0
08/19/2018 00:44:51;5.44;False;0;0;0;0.0993138;1.75;0.0004775105;2.653045;358.8274;358.4691;0;0;0
08/19/2018 00:44:51;5.46;False;0;0;0;0.1116257;1.75;0.0007295357;3.090443;358.7272;358.3726;0;0;0
08/19/2018 00:44:51;5.48;False;0;0;0;0.1241894;1.75;0.001008705;3.351523;358.6497;358.344;0;0;0
08/19/2018 00:44:51;5.5;False;0;0;0;0.137228;1.75;0.001316067;3.635753;358.5796;358.3332;0;0;0
08/19/2018 00:44:51;5.52;False;0;0;0;0.1509113;1.75;0.001655388;3.745496;358.5312;358.281;0;0;0
08/19/2018 00:44:51;5.54;False;0;0;0;0.1653427;1.75;0.002025449;3.394149;358.4553;358.2621;0;0;0
08/19/2018 00:44:51;5.56;False;0;0;0;0.1805552;1.75;0.002435698;3.163138;358.3719;358.2239;0;0;0
08/19/2018 00:44:51;5.58;False;0;0;0;0.1965204;1.75;0.002889512;2.923463;358.3456;358.2238;0;0;0
